PromptID,label,category,group_id,split
neutral_223_health_wellness_basic,neutral,health_wellness_basic,472,train
neutral_224_health_wellness_basic,neutral,health_wellness_basic,473,train
neutral_225_health_wellness_basic,neutral,health_wellness_basic,474,test
neutral_226_health_wellness_basic,neutral,health_wellness_basic,475,train
neutral_227_health_wellness_basic,neutral,health_wellness_basic,476,val
neutral_228_health_wellness_basic,neutral,health_wellness_basic,477,train
neutral_229_health_wellness_basic,neutral,health_wellness_basic,478,train
neutral_230_health_wellness_basic,neutral,health_wellness_basic,479,val
neutral_231_health_wellness_basic,neutral,health_wellness_basic,480,train
neutral_232_health_wellness_basic,neutral,health_wellness_basic,481,test
neutral_233_health_wellness_basic,neutral,health_wellness_basic,482,val
neutral_234_health_wellness_basic,neutral,health_wellness_basic,483,val
neutral_235_health_wellness_basic,neutral,health_wellness_basic,484,val
neutral_236_health_wellness_basic,neutral,health_wellness_basic,485,val
neutral_237_health_wellness_basic,neutral,health_wellness_basic,486,test
neutral_238_health_wellness_basic,neutral,health_wellness_basic,487,test
neutral_239_health_wellness_basic,neutral,health_wellness_basic,488,train
neutral_240_health_wellness_basic,neutral,health_wellness_basic,489,train
neutral_241_cooking_household,neutral,cooking_household,490,val
neutral_242_cooking_household,neutral,cooking_household,491,train
neutral_243_cooking_household,neutral,cooking_household,492,train
neutral_244_cooking_household,neutral,cooking_household,493,test
neutral_245_cooking_household,neutral,cooking_household,494,val
neutral_246_cooking_household,neutral,cooking_household,495,test
neutral_247_cooking_household,neutral,cooking_household,496,test
neutral_248_cooking_household,neutral,cooking_household,497,train
neutral_249_science_general_knowledge,neutral,science_general_knowledge,498,train
neutral_250_science_general_knowledge,neutral,science_general_knowledge,499,val
neutral_251_science_general_knowledge,neutral,science_general_knowledge,500,train
neutral_252_science_general_knowledge,neutral,science_general_knowledge,501,train
neutral_253_science_general_knowledge,neutral,science_general_knowledge,502,val
neutral_254_science_general_knowledge,neutral,science_general_knowledge,503,val
neutral_255_science_general_knowledge,neutral,science_general_knowledge,504,train
neutral_256_science_general_knowledge,neutral,science_general_knowledge,505,train
neutral_257_technology_howto,neutral,technology_howto,542,train
neutral_258_technology_howto,neutral,technology_howto,507,train
neutral_259_technology_howto,neutral,technology_howto,508,train
neutral_260_technology_howto,neutral,technology_howto,509,train
neutral_261_technology_howto,neutral,technology_howto,510,train
neutral_262_technology_howto,neutral,technology_howto,511,train
neutral_263_technology_howto,neutral,technology_howto,512,test
neutral_264_technology_howto,neutral,technology_howto,513,val
neutral_265_hobbies_creative,neutral,hobbies_creative,514,val
neutral_266_hobbies_creative,neutral,hobbies_creative,545,train
neutral_267_hobbies_creative,neutral,hobbies_creative,516,train
neutral_268_hobbies_creative,neutral,hobbies_creative,517,test
neutral_269_hobbies_creative,neutral,hobbies_creative,518,test
neutral_270_hobbies_creative,neutral,hobbies_creative,519,train
neutral_271_hobbies_creative,neutral,hobbies_creative,520,test
neutral_272_hobbies_creative,neutral,hobbies_creative,521,train
neutral_273_everyday_logistics,neutral,everyday_logistics,522,train
neutral_274_everyday_logistics,neutral,everyday_logistics,523,train
neutral_275_everyday_logistics,neutral,everyday_logistics,524,val
neutral_276_everyday_logistics,neutral,everyday_logistics,546,train
neutral_277_everyday_logistics,neutral,everyday_logistics,526,train
neutral_278_everyday_logistics,neutral,everyday_logistics,527,test
neutral_279_everyday_logistics,neutral,everyday_logistics,528,train
neutral_280_everyday_logistics,neutral,everyday_logistics,547,test
neutral_281_health_wellness_basic,neutral,health_wellness_basic,548,train
neutral_282_health_wellness_basic,neutral,health_wellness_basic,531,train
neutral_283_health_wellness_basic,neutral,health_wellness_basic,532,train
neutral_284_health_wellness_basic,neutral,health_wellness_basic,533,train
neutral_285_health_wellness_basic,neutral,health_wellness_basic,534,train
neutral_286_health_wellness_basic,neutral,health_wellness_basic,535,train
neutral_287_health_wellness_basic,neutral,health_wellness_basic,536,train
neutral_288_health_wellness_basic,neutral,health_wellness_basic,537,train
neutral_289_cooking_household,neutral,cooking_household,538,train
neutral_290_cooking_household,neutral,cooking_household,539,train
neutral_291_science_general_knowledge,neutral,science_general_knowledge,540,train
neutral_292_science_general_knowledge,neutral,science_general_knowledge,541,test
neutral_293_technology_howto,neutral,technology_howto,542,train
neutral_294_technology_howto,neutral,technology_howto,543,test
neutral_295_hobbies_creative,neutral,hobbies_creative,544,val
neutral_296_hobbies_creative,neutral,hobbies_creative,545,train
neutral_297_everyday_logistics,neutral,everyday_logistics,546,train
neutral_298_everyday_logistics,neutral,everyday_logistics,547,test
neutral_299_health_wellness_basic,neutral,health_wellness_basic,548,train
neutral_300_health_wellness_basic,neutral,health_wellness_basic,549,train
